Name,Specific Brand,lat,long,Address,types
Ferrari Oil,Ferrari,-6.204004,106.71553,"Jalan Raya Raden Saleh Nomor 49 Depan Komplek Permata 1, Kelurahan Karang Mulya Kecamatan Karang Tengah, Karang Mulya, Kec. Karang Tengah, Tanggerang, Banten 15157, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
Ford Bekasi Jatibening,Ford,-6.2612009,106.944484,"Jl. Jati Bening II No. 9 - 10, Jatibening, Pondok Gede, Jatibening, Kec. Pondokgede, Kota Bks, Jawa Barat 17412, Indonesia","['car_dealer', 'car_repair', 'store', 'point_of_interest', 'establishment']"
Ford Motor Indonesia,Ford,-6.2425402,106.8630534,"Jl. Letjen MT Haryono Kav. 8 Bidaracina Jatinegara Jakarta Timur DKI Jakarta, RW.6, Kp. Melayu, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13330, Indonesia","['store', 'point_of_interest', 'establishment']"
Ford Nusantara Service,Ford,-6.2715551,106.9940368,"Sepanjang Jaya, Rawalumbu, Sepanjang Jaya, Kota Bks, Jawa Barat 17114, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
Ford Pluit,Ford,-6.120895,106.7913677,"Jl.pluit putra, Jl. Pluit Utara Raya No.15, RT.13/RW.6, Pluit, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Ford Sahabat,Ford,-6.332957,106.784618,"Pasar Segar Cinere Blok OAB No. 16, JL. Bukit Cinere, No. 145, Cinere, Kec. Cinere, Kota Depok, Jawa Barat 16514, Indonesia","['car_repair', 'store', 'point_of_interest', 'establishment']"
Formula Specialist & Body Repair,Misc,-6.1824912,106.982876,"Jl. Harapan Indah Raya, Pejuang, Kecamatan Medan Satria, Bekasi, Jawa Barat 17131, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
Forte Auto spesialis nissan datsun,Nissan/Datsun,-6.3469641,106.7564015,"Pondok Cabe Udik, Pamulang, South Tangerang City, Banten 15418, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
Forte Auto spesialis nissan datsun,Nissan/Datsun,-6.3469598,106.7564232,"Pondok Cabe Udik, Pamulang, South Tangerang City, Banten 15418, Indonesia","['point_of_interest', 'establishment']"
Forte Auto spesialis Nissan Datsun,Nissan/Datsun,-6.34696,106.756423,"Pondok Cabe Udik, Pamulang, South Tangerang City, Banten 15418, Indonesia","['point_of_interest', 'establishment']"
Foxlogger GPS Tracker Pelacak Kendaraan,Misc,-6.1434436,106.8301595,"Ruko, 46 Blok B Kompleks, Jl. Pangeran Jayakarta Dalam No.18, RT.7/RW.7, Mangga Dua Sel., Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10730, Indonesia","['car_repair', 'store', 'point_of_interest', 'establishment']"
Garasi kav.56 Auto Body Repair & Paint,Misc,-6.2496465,106.7417938,"Jl. Caraka Utama No.56, Cipadu Jaya, Kec. Larangan, Kota Tangerang, Banten 15155, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
Gedung Hyundai Indonesia,Hyundai,-6.2320901,106.7879645,"Jl. Teuku Nyak Arief No.14, RT.4/RW.2, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Gedung Proton,Misc,-6.2236724,106.8664924,"RT.1/RW.3, Bali Mester, Jatinegara, East Jakarta City, Jakarta 13310, Indonesia","['point_of_interest', 'establishment']"
GGKars Garasi Gempol Karawangs (Spesialis Opel - Chevrolet),Chevrolet,-6.3046334,107.2869018,"Gg. Masjid Albarkah, Sukamakmur, Kec. Telukjambe Tim., Kabupaten Karawang, Jawa Barat 41361, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
GSA COATING SYSTEM,Misc,-6.4708085,106.8594261,"Jl. KH. Nawawi No.24, RT.1/RW.1, Cirimekar, Cibinong, Bogor, Jawa Barat 16917, Indonesia","['store', 'point_of_interest', 'establishment']"
GT Auto Bekasi,Misc,-6.2430104,106.9685565,"Jl. Sekolah No.59, Jakasampurna, Kec. Bekasi Bar., Kota Bks, Jawa Barat 17145, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
Haji Agus / Vicki Causar Volvo,Volvo,-6.2687479,106.8445827,"Jl. H. Noor No.10, RT.14/RW.1, Pejaten Bar., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
Hanggar Body Repair,Misc,-6.5443401,106.7734157,"Jl. Sholeh Iskandar KM.4 No.3, Cibadak, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16166, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
Hariko Satutama,Misc,-6.1907612,106.7503087,"Jl. Puri Kencana, RT.11/RW.7, Kembangan Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610, Indonesia","['point_of_interest', 'establishment']"
Hobbies Motor Mini,Misc,-6.2535332,106.7895207,"Komplek Yado 1, Jalan Haji Sajim No. 2, RT02/02, Radio Dalam, RT.7, Gandaria Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12140, Indonesia","['store', 'point_of_interest', 'establishment']"
Honda,Honda,-6.193449,106.7684198,"Jalan Panjang No.200, Kebon Jeruk, RT.11/RW.10, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530, Indonesia","['car_dealer', 'car_repair', 'store', 'point_of_interest', 'establishment']"
Honda,Honda,-6.2399148,106.8185722,"Jl. Kapten Tendean No.8, RT.1/RW.1, Pela Mampang, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12720, Indonesia","['car_dealer', 'car_repair', 'store', 'point_of_interest', 'establishment']"
Honda,Honda,-6.1708505,106.5959129,"Jl. Raya Villa Tangerang Indah, Gebang Raya, Kec. Periuk, Kota Tangerang, Banten 15132, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Honda,Honda,-6.4189012,106.7956441,"Jl. Raya Meruyung, Cipayung, Kec. Cipayung, Kota Depok, Jawa Barat 16442, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Honda,Honda,-6.318009,106.9859423,"Jl. Narogong Raya No.24, RT.3/RW.7, Bantargebang, Kota Bks, Jawa Barat 17151, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Honda,Honda,-6.3437052,106.7325679,"Jl. Siliwangi, Pamulang Bar., Kec. Pamulang, Kota Tangerang Selatan, Banten 15417, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Honda Auto Serang,Honda,-6.0949612,106.1332884,"Jl. Raya Cilegon No.517, Drangong, Kec. Taktakan, Kota Serang, Banten 42162, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Honda Bintaro,Honda,-6.2769685,106.7230491,"Pondok Jaya, Pondok Aren, South Tangerang City, Banten 15220, Indonesia","['car_dealer', 'car_repair', 'store', 'point_of_interest', 'establishment']"
Honda Dealer Graha Surya,Honda,-6.2437861,106.8256657,"Jalan Mampang Prapatan Raya No. 25, RT.04 / RW.06, Mampang Prapatan, RT.4/RW.6, Mampang Prpt., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12790, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Honda Fatmawati,Honda,-6.2785497,106.797904,"Jl. RS. Fatmawati Raya No.21, RT.5/RW.4, Cipete Sel., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12410, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Honda Kedoya,Honda,-6.1884807,106.7622024,"Jl. Kedoya Alkamal No.12, RT.9/RW.4, Kedoya Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Honda Kumala Purwakarta,Honda,-6.5568193,107.4362228,"Jl. A Yani 165, RT.10/RW.03, cipaisan, purwakarta, Cipaisan, Purwakarta Sub-District, Purwakarta Regency, West Java 41113, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Honda Megah Cinere (PT. Setianita Megah Motor),Honda,-6.3467443,106.776568,"Gedung Honda Cinere Jl. Cinere Raya No. 88, Cinere, Depok, Jawa Barat, Cinere, Kec. Cinere, Jakarta Selatan, Daerah Khusus Ibukota Jakarta 16514, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Honda Motor,Honda,-6.3339276,106.6389073,"Cibogo, Cisauk, Tangerang, Banten 15344, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Honda Motorcycle Dealer,Honda,-6.1617401,106.6221959,"Tanah Tinggi, Jl. Daan Mogot Km-23 No.36 E - F, Ps. Baru, Kec. Karawaci, Kota Tangerang, Banten 15119, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Honda Permata Serpong,Honda,-6.2470635,106.6256463,"Jl. Boulevard Gading Serpong CBD Lot. 1, Gading Serpong, Curug Sangereng, Tangerang, Banten 15810, Indonesia","['car_dealer', 'car_repair', 'store', 'point_of_interest', 'establishment']"
Honda Union Serpong,Honda,-6.2534709,106.6513353,"Jl. Raya Serpong No.KM.10, Pd. Jagung, Kec. Serpong Utara, Kota Tangerang Selatan, Banten 15326, Indonesia","['car_dealer', 'car_repair', 'store', 'point_of_interest', 'establishment']"
Honda Union Tangerang,Honda,-6.1955577,106.6371728,"Jl. Hartono Raya, RT.02/RW.05, Babakan, Tangerang, Babakan, Kec. Tangerang, Kota Tangerang, Banten 15117, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Hra Car Repair,Misc,-6.2638595,106.791696,"No 15 Kebayoran Baru, Jl. H. Nawi Raya No.1A, RT.7/RW.7, Gandaria Utara, Kec. Kby. Baru, DKI Jakarta, Daerah Khusus Ibukota Jakarta 12140, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
Hyundai Arti Industrial Service. PT,Hyundai,-6.337521,107.134252,"Bekasi International Industrial Estate Blok C-8/1, RW.2, Cibatu, Cikarang Sel., Bekasi, Jawa Barat 17530, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Hyundai Cibubur,Hyundai,-6.3797289,106.923044,"Jalan Alternatif Cibubur No.25, Jatisampurna, Kec. Jatisampurna, Kota Bks, Jawa Barat 13720, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Hyundai Cilandak,Hyundai,-6.3081513,106.780928,"Jalan Karang Tengah Raya No.11D, RT.2/RW.3, Lb. Bulus, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12440, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Hyundai Inkopal Kelapa Gading,Hyundai,-6.1555041,106.8953214,"Jl. Boulevard Bukit Gading Raya No.1, RT.15/RW.3, Klp. Gading Bar., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
"hyundai Kalimalang, showroom Hyundai Bekasi",Hyundai,-6.2477694,106.9288964,"Jl.Raya Kalimalang Komp.Billy & Moon Blok M1 No.1A, RT.2/RW.10, Pondok Kelapa, Duren Sawit, RT.2/RW.10, Pd. Klp., Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13450, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Hyundai Margonda Depok,Hyundai,-6.372927,106.833071,"Jl. Margonda Raya No.358, Kemiri Muka, Kec. Beji, Kota Depok, Jawa Barat 16423, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Hyundai Mobil Alam Sutera,Hyundai,-6.2325366,106.6600848,"Pakualam, North Serpong, South Tangerang City, Banten 15320, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
HYUNDAI MOBIL BEKASI,Hyundai,-6.2094219,106.9702804,"Jl. Wahab Affan No.2, Medan Satria, Kecamatan Medan Satria, Kota Bks, Jawa Barat 17132, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Hyundai Mobil Indonesia. PT,Hyundai,-6.3156185,106.6629092,"Jl. Raya Serpong KM.7 No.32, Serpong, Kec. Serpong, Kota Tangerang Selatan, Banten 15156, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Hyundai Mobil Kalimalang Jakarta Timur,Hyundai,-6.2477833,106.9288639,"Komplek Perumahan Billy & Moon M1/1A, Jl. Raya Kalimalang, Pondok Kelapa, Duren Sawit, RT.2/RW.10, Pd. Klp., Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13450, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Hyundai Pasar Minggu,Hyundai,-6.2458051,106.8431129,"Jalan Raya Pasar Minggu No.7, Pancoran, RT.7/RW.9, Pancoran, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Hyundai Pluit,Hyundai,-6.1115408,106.7786616,"Jl. Pluit Karang Utara No.26, RT.20/RW.2, Pluit, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
HYUNDAI PUSAT [ Simprug ],Hyundai,-6.2321163,106.7880651,"Jl. Teuku Nyak Arief No.14, RT.4/RW.2, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Hyundai Serpong,Hyundai,-6.2328402,106.6427525,"Jalan Raya Serpong KM.7 No.32, Pakualam, Serpong Utara, Pakualam, Kec. Serpong Utara, Tangerang, Banten 15312, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Hyundai showroom and workshop in Ciputat,Hyundai,-6.2958928,106.7650858,"Jl. Ir H. Juanda No.76, RT.7/RW.2, Rempoa, Kec. Ciputat Tim., Kota Tangerang Selatan, Banten 15412, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
HYUNDAI SIMPRUG [ Hyundai Pusat ] Promo Hyundai | Harga Hyundai | Dealer Hyundai,Hyundai,-6.2321163,106.7880651,"Jl. Teuku Nyak Arief No.14, RT.4/RW.2, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Hyundai Sunter,Hyundai,-6.1312179,106.8554925,"Jl. Danau Sunter Barat Blok A1-A2 No. 7, Tanjung Priok, RT.2/RW.7, Sunter Agung, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14350, Indonesia","['car_dealer', 'car_repair', 'store', 'point_of_interest', 'establishment']"
Indoderco Semesta Raya,Misc,-6.2495771,106.4984272,"Jl. Milenium 9 Blok E2 No. 26-27, Peusar, Kec. Panongan, Tangerang, Banten 15710, Indonesia","['point_of_interest', 'establishment']"
Indomobil Datsun,Nissan/Datsun,-6.2906487,106.7831973,"Jl. Term. Simatupang, RT.6/RW.14, Pd. Pinang, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Indomobil Nisan - Datsun Dealer Jakarta,Nissan/Datsun,-6.2061412,106.7699137,"Jl. Panjang Arteri Klp. Dua Raya No.30, RT.2/RW.2, Klp. Dua, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11550, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Indomobil Nissan Datsun Ancol,Nissan/Datsun,-6.1225171,106.8157471,"Kota Tua, Jl. Ancol Barat VII No.2, RT.02/RW.1, Ancol, Kec. Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14430, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Indomobil Nissan Datsun Batu Ceper,Nissan/Datsun,-6.1623779,106.8244328,"Jl. Batu Ceper No.32, RT.1/RW.2, Kb. Klp., Jakarta Pusat, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10120, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Indomobil Nissan Datsun Bintaro,Nissan/Datsun,-6.2751002,106.7181887,"Bintaro Jaya Cbd, Jl. Rasuna Said Kav. A-5, Jl. Sektor VII No.11, Pondok Jaya, Pondok Aren, South Tangerang City, Banten 15220, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Indomobil Nissan Datsun Bogor Pajajaran,Nissan/Datsun,-6.5834322,106.8059063,"Jalan Pajajaran No. 55 Babakan, Bantarjati, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16143, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Indomobil Nissan Datsun Cibubur,Nissan/Datsun,-6.390453,106.94999,"Raya Alternatif Cibubur Km 7 Cibubur, Nagrak, Gunung Putri, Bogor, West Java 16967, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Indomobil Nissan Datsun Cikarang,Nissan/Datsun,-6.3327121,107.1496136,"Jl. Muhammad Haji Thamrin Kav. 200B, Cibatu, Cikarang Sel., Bekasi, Jawa Barat 17530, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Indomobil Nissan Datsun Cimone,Nissan/Datsun,-6.1841221,106.6191924,"Pabuaran, Kelapa Dua, Jl. Raya Merdeka No.2/125, Cimone Jaya, Karawaci Sub-District, Tangerang City, Banten 15114, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Indomobil Nissan Datsun Cinere,Nissan/Datsun,-6.3530708,106.7763232,"Jl. Limo Raya No.kav. 95, Meruyung, Kec. Limo, Kota Depok, Jawa Barat 16515, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Indomobil Nissan Datsun Depok Margonda,Nissan/Datsun,-6.385955,106.828159,"Jl. Margonda Raya No.191 - 193, Kemiri Muka, Kec. Beji, Kota Depok, Jawa Barat 16423, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Indomobil Nissan Datsun Gading Serpong,Nissan/Datsun,-6.2486193,106.6265125,"Blok M 5 No. 22, Jl. Gading Serpong Boulevard No.23, Curug Sangereng, Kec. Klp. Dua, Tangerang, Banten 15810, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Indomobil Nissan Datsun Harapan Indah,Nissan/Datsun,-6.1836305,106.9745981,"Jalan Harapan Indah Bulevard, Kav Commercial Park I No.9E, Kota Harapan Indah, Medan Satria, Bekasi City, West Java 17132, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Indomobil Nissan Datsun Jakarta Pos Pengumben,Nissan/Datsun,-6.2190866,106.7665339,"Jl. Pahlawan No.81, RT.3/RW.5, Sukabumi Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11560, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Indomobil Nissan Datsun Jakarta Warung Buncit,Nissan/Datsun,-6.282466,106.827665,"Jl. Warung Jati Barat No.34, RT.2/RW.5, Jati Padang, Jakarta Selatan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Indomobil Nissan Datsun Jatake,Nissan/Datsun,-6.2053971,106.5704105,"Jl. Gatot Subroto KM. 8 Jatake, Manis Jaya, Jatiuwung, Tangerang City, Banten 15136, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Indomobil Nissan Datsun MT Haryono,Nissan/Datsun,-6.2427641,106.8640437,"Wisma Indomobil, Jl. Letjen Mt. Haryono No.3, RW.6, Kampung Melayu, Jatinegara, East Jakarta City, Jakarta 13330, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Indomobil Nissan Datsun Pluit,Nissan/Datsun,-6.1254545,106.7972736,"Raya No. Penjaringan Jalan Pluit Selatan No.8, RT.1/RW.9, Penjaringan, Kec. Penjaringan, DKI Jakarta, Daerah Khusus Ibukota Jakarta 14440, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Indomobil Nissan Datsun Puri Indah,Nissan/Datsun,-6.1862132,106.7312962,"Jl. KOMP Puri Indah Blok R, No.1, RT.1/RW.2, South Kembangan, Kembangan, West Jakarta City, Jakarta 11610, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Indomobil Nissan Datsun Radin Inten,Nissan/Datsun,-6.2252084,106.9230049,"Jl. Raden Inten II No.18, RT.7/RW.10, Duren Sawit, East Jakarta City, Jakarta 13440, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Indomobil Nissan Datsun Sunter,Nissan/Datsun,-6.1441911,106.883217,"Jl. Danau Sunter Selatan Blok O3 No.53-54 Sunter Jaya Tanjung Priok RT.10/RW.11 Sunter Jaya Tanjung Priok RT.10/RW.11 Sunter Jaya Tanjung Priok RT.10, RT.10/RW.11, Sunter Jaya, Sunt, North Jakarta City, Jakarta 14350, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Indomobil Nissan Datsun TB Simatupang,Nissan/Datsun,-6.290783,106.783135,"Jl. R.A.Kartini No.RT.6, RT.6/RW.14, Pd. Pinang, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
INDOMOBIL NISSAN DATSUN YASMIN BOGOR,Nissan/Datsun,-6.5572722,106.7717467,"Jalan KH. Raden, Jl. KH. R. Abdullah Bin Nuh, RT.02/RW.03, Curugmekar, West Bogor, Bogor City, West Java 16113, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
INDONESIA AUDI JAKARTA,Misc,-6.1585279,106.8414835,"Jalan Angkasa No.18bd, RT.1/RW.2, Gn. Sahari Sel., Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 11610, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Irwan Audi Santoso,Misc,-6.293938,106.825268,"Jl. R.A.Kartini Jl. TB Simatupang No.Kav 14, RT.7/RW.4, Jati Padang, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
Jaco Jaya Sejahtera,Misc,-6.096777,106.669768,"Belimbing, Kosambi, Tangerang, Banten 15212, Indonesia","['point_of_interest', 'establishment']"
Jago Powder coating & Sandblasting,Misc,-6.325006,106.743065,"Jl. Otista Raya No.17, Seberang Alfa, Midi, Kota Tangerang Selatan, Banten 15411, Indonesia","['point_of_interest', 'establishment']"
Jasa Floor Coating Revology,Misc,-6.2874262,106.9218753,"Jl. Masjid Hudal Islam No.98, Jatimakmur, Kec. Pondokgede, Kota Bks, Jawa Barat 17413, Indonesia","['general_contractor', 'point_of_interest', 'establishment']"
Jasa Pengecatan Powder Coating Jakarta,Misc,-6.199703,106.922254,"Jl. Dr. KRT Radjiman Widyodiningrat, Jaticempaka, Kec. Cakung, Kota Jakarta Timur, Jawa Barat 17426, Indonesia","['point_of_interest', 'establishment']"
jasa pengiriman mobil,Misc,-6.5165457,106.861783,"Jl. Raya Sirkuit Sentul No.95, Leuwinutug, Kec. Citeureup, Bogor, Jawa Barat 16810, Indonesia","['gas_station', 'point_of_interest', 'establishment']"
Jasa Powder Coating Tangerang,Misc,-6.2093027,106.6816528,"Jl. Kp., Nerogtog, Kec. Pinang, Kota Tangerang, Banten 15145, Indonesia","['general_contractor', 'point_of_interest', 'establishment']"
JAVUTO INDONESIA CERAMIC COATING & DETAILING,Misc,-6.2959434,106.6402659,"Ruko Alicante, Jl. BSD Raya Utama, Gading, Kec. Serpong, Tangerang, Banten 15334, Indonesia","['home_goods_store', 'car_repair', 'store', 'point_of_interest', 'establishment']"
Jotun Powder Coatings Indonesia,Misc,-6.2832486,106.5942257,"Jl. Raya Legok Km 6%2C8 RT 004 RW 03 Legok Tangerang Tangerang Banten, Bojong, Cikupa, Tangerang, Banten 15710, Indonesia","['painter', 'point_of_interest', 'establishment']"
Jual Mitsubishi Pajero : Jeff,Mitsubishi,-6.188653,106.782945,"Jl. Pos Pengumben, Jl. Budi Raya No.20, RT.1/RW.5, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11560, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
jual sparepart volvo,Volvo,-6.1455678,106.9160568,"Jl. Orchard Bar., RT.11/RW.1, Sukapura, Kec. Cilincing, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14140, Indonesia","['car_repair', 'store', 'point_of_interest', 'establishment']"
jual sparepart volvo,Volvo,-6.1284307,106.9140183,"Jl. Intan No.35, RT.6/RW.9, Tugu Utara, Kec. Koja, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14260, Indonesia","['car_repair', 'store', 'point_of_interest', 'establishment']"
Kamil Motor Peugeot,Peugeot,-6.3513667,106.7541323,"Jl. Kunir 4 No.21A, Pd. Cabe Udik, Kec. Pamulang, Kota Tangerang Selatan, Banten 15418, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
KANG EMUY GARAGE Mitsubishi - Proton,Mitsubishi,-6.563637,106.802876,"Jl. Let. Tata Winata No.37, RT.6/RW.2, Kedung Badak, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16164, Indonesia","['electronics_store', 'store', 'point_of_interest', 'establishment']"
Kemitraan Berbayar Dengan Ferrari Indonesia,Ferrari,-6.2916542,106.7965766,"Jl. TB Simatupang No.19, RT.2/RW.9, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430, Indonesia","['point_of_interest', 'establishment']"
KENCANA MAS BENGKEL PEUGEOT,Peugeot,-6.295399,106.679198,"BSD AUTOPARTS G 15 SERPONG, BSD, East Lengkong Gudang, SERPONG BSD, TANGERANG, South Tangerang City, Banten 15318, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
Kingsford Body Repair,Ford,-6.1685306,106.8695554,"Jalan Letjend. Suprapto No.78A, RT.16/RW.5, Cemp. Baru, Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640, Indonesia","['car_repair', 'point_of_interest', 'establishment']"
Kreasi Auto Kencana Ford Service Center,Ford,-6.1746757,106.9138092,"Jl. Pegangsaan Indah Barat RT 16/21, Pegangsaan Dua, Klp. Gading, 14240Indonesia, RT.1/RW.1, Pegangsaan Dua, Kelapa Gading, North Jakarta City, Jakarta 14250, Indonesia","['car_dealer', 'store', 'point_of_interest', 'establishment']"
KREDIT DATSUN,Nissan/Datsun,-6.3630027,106.8335512,"Jl. Margonda Raya No.487, Pondok Cina, Kec. Beji, Kota Depok, Jawa Barat 16424, Indonesia","['finance', 'point_of_interest', 'establishment']"
